mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.5	0	0	3/4	2	1		C.I{	C	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	3/2	0.5	3/8	3/8	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
1	1	2	0.5	1/2	1/2	3/4	2	1		V64	C	I		V64	V		64					M	0	0	2, 1, 5		1	2
1	1	5/2	1.5	5/8	5/8	3/4	2	1		V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
2	2	4	0.5	1/4	1/4	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	9/2	0.5	3/8	3/8	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
2	2	5	0.5	1/2	1/2	3/4	2	1		V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
2	2	11/2	0.5	5/8	5/8	3/4	2	1		V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
3	3	6	1.0	0	0	3/4	2	1		V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
3	3	7	0.5	1/4	1/4	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
3	3	15/2	0.5	3/8	3/8	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	8	0.5	1/2	1/2	3/4	2	1		V64	C	I		V64	V		64					M	0	0	2, 1, 5		1	2
3	3	17/2	1.5	5/8	5/8	3/4	2	1		V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
4	4	10	0.5	1/4	1/4	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	4	21/2	0.5	3/8	3/8	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
4	4	11	0.5	1/2	1/2	3/4	2	1		V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
4	4	23/2	0.5	5/8	5/8	3/4	2	1		V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
5	5	12	3.0	0	0	3/4	2	1		I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
6	6	15	3.0	0	0	3/4	2	1		IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	7	18	3.0	0	0	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
8	8	21	0.75	0	0	3/4	2	1		ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
8	8	87/4	0.25	3/16	3/16	3/4	2	1		V6/V	C	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
8	8	22	2.0	1/4	1/4	3/4	2	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
9	9	24	0.5	0	0	3/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
9	9	49/2	0.5	1/8	1/8	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
9	9	25	1.0	1/4	1/4	3/4	2	1		V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
9	9	26	0.75	1/2	1/2	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
9	9	107/4	0.25	11/16	11/16	3/4	2	1		vii%7/V	C	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
10	10	27	1.0	0	0	3/4	2	1		V(64)}	C	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
10	10	28	2.0	1/4	1/4	3/4	2	1		V|HC	C	I		V	V					HC		M	0	0	1, 5, 2		1	1
11	11	30	3.0	0	0	3/4	2	1		V7{	C	I		V7	V		7				{	Mm7	0	0	1, 5, 2, -1		1	1
12	12	33	3.0	0	0	3/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
13	13	36	1.0	0	0	3/4	2	1		ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
13	13	37	2.0	1/4	1/4	3/4	2	1		V.V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
14	14	39	3.0	0	0	3/4	2	1		I	C	V		I	I							M	0	0	0, 4, 1		0	0
15	15	42	3.0	0	0	3/4	2	1		V43	C	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
16	16	45	2.0	0	0	3/4	2	1		I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
16	16	47	0.5	1/2	1/2	3/4	2	1		IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
16	16	95/2	0.5	5/8	5/8	3/4	2	1		vii%43	C	V		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
17	17	48	2.0	0	0	3/4	2	1		I6}{	C	V		I6	I		6				}{	M	0	0	4, 1, 0		0	4
